incident,date-time,year,date-no year,location,res hall,alcohol
MV THEFT - AUTOMOBILE,7/22/17 14:05,2017,07/22,BAITY HILL DR,NA,
VANDALISM / PROPERTY DAMAGE,7/22/17 9:37,2017,07/22,DEY UNC,NA,
PROPERTY DAMAGE,7/22/18 12:03,2018,07/22,BAITY HILL UNC,NA,
PROPERTY DAMAGE,7/22/18 15:17,2018,07/22,CHAPMAN HALL UNC,NA,
EMS ASSIST,7/22/18 21:56,2018,07/22,GRANVILLE TOWERS,GRANVILLE,
B&E NON-FORCED ENTRY,7/23/13 14:59,2013,07/23,JOYNER RES HALL UNC,RES HALL,
CALLS FOR SERVICE,7/23/13 15:03,2013,07/23,PUBLIC SAFETY BUILDING UNC,NA,
LARCENY - FROM BUILDING,7/23/13 16:44,2013,07/23,MURPHEY UNC,NA,
,7/23/14 0:00,2014,07/23, INFIRMARY,NA,
,7/23/14 0:00,2014,07/23,MANNING DR/WEST DR,NA,
,7/23/14 0:00,2014,07/23,CHILLER PLALNT,NA,
DWI-ALCOHOL,7/23/14 1:27,2014,07/23,RIDGE RD / COUNTRY CLUB,NA,DWI-ALCOHOL
INFORMATIONAL,7/23/14 16:31,2014,07/23,RANSOM ST. & W. UNIVERSITY DR.,NA,
RUNAWAY,7/23/14 17:28,2014,07/23,HOUSE LIBRARY R B UNC,NA,
BURGLARY- NON-FORCED ENTRY (STRUCTURES),7/23/14 8:40,2014,07/23,GRANVILLE TOWERS,GRANVILLE,
,7/23/15 0:00,2015,07/23,BOWLES PARKING LOT UNC,NA,
,7/23/15 0:00,2015,07/23,MANNING DR/EMERGENCY ROOM DR,NA,
,7/23/15 0:00,2015,07/23,EPA BUILDING UNC,NA,
LARCENY OF BICYCLE,7/23/15 0:15,2015,07/23,HOUSE LIBRARY R B UNC,NA,
PROPERTY DAMAGE (NON-CRIMINAL),7/23/15 10:22,2015,07/23,CARMICHAEL ARENA UNC,NA,
LARCENY OF BICYCLE,7/23/15 11:44,2015,07/23,KENAN RES HALL UNC,RES HALL,
EMS ASSIST,7/23/15 15:19,2015,07/23,LENOIR UNC,NA,
EMS ASSIST,7/23/15 15:36,2015,07/23,AMBULATORY CARE CENTER UNC,NA,
LARCENY OF BICYCLE,7/23/15 16:59,2015,07/23,BRAUER UNC,NA,
LARCENY OF BICYCLE,7/23/15 17:53,2015,07/23,MACNIDER UNC,NA,
,7/23/16 0:00,2016,07/23,HOSPITALS UNIV OF NC UNC,NA,
INFORMATIONAL,7/23/16 17:36,2016,07/23,MASON FARM RD,NA,
EMS ASSIST,7/23/16 21:58,2016,07/23,MANNING PARKING LOT UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/23/17 0:00,2017,07/23,FRIDAY CENTER UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/23/17 16:19,2017,07/23,VAN HECKE WETTACH UNC,NA,
FOUND PROPERTY,7/23/17 23:00,2017,07/23,BELL TOWER PARKING DECK UNC,NA,
PROPERTY DAMAGE,7/23/18 0:11,2018,07/23,HILL HALL UNC,NA,
SECOND DEGREE TRESPASSING,7/23/18 11:34,2018,07/23,ARBORETUM UNC,NA,
FOUND PROPERTY,7/23/18 11:51,2018,07/23,PUBLIC SAFETY BUILDING UNC,NA,
FOUND PROPERTY,7/23/18 15:12,2018,07/23,JACKSON HALL UNC,NA,
LARCENY OF BICYCLE,7/23/18 15:19,2018,07/23,BAITY HILL UNC,NA,
MISCELLANEOUS INFORMATION,7/23/18 16:35,2018,07/23,BIOINFORMATICS BLDG UNC,NA,
LARCENY OF BICYCLE,7/23/18 17:01,2018,07/23,CHAPMAN HALL UNC,NA,
SUSPICIOUS PACKAGE,7/23/18 8:23,2018,07/23,PITTSBORO ST,NA,
INFORMATIONAL,7/23/18 8:40,2018,07/23,BYNUM UNC,NA,
INFORMATIONAL,7/24/13 0:00,2013,07/24,PUBLIC SAFETY BUILDING UNC,NA,
,7/24/13 0:00,2013,07/24,W CAMERON AVE/RANSOM ST,NA,
LARCENY OF BICYCLE,7/24/13 18:08,2013,07/24,LOUDERMILK CENTER FOR EXC UNC,NA,
DWI-ALCOHOL,7/24/13 2:04,2013,07/24,RALEIGH RD,NA,DWI-ALCOHOL
EMS ASSIST,7/24/13 21:06,2013,07/24,RONALD MCDONALD HOUSE UNC,NA,
,7/24/14 0:00,2014,07/24,MARTIN LUTHER KING BLVD / HOMESTEAD RD,NA,
,7/24/14 0:00,2014,07/24,MARTIN LUTHER KING BLVD / HOMESTEAD RD,NA,
,7/24/14 0:00,2014,07/24,MARTIN LUTHER KING BLVD / HOMESTEAD RD,NA,
,7/24/14 0:00,2014,07/24,AYCOCK FAMILY MEDICINE UNC,NA,
FRAUD - OBTAINING MONEY/PROPERTY BY FALSE PRETENSE,7/24/14 13:00,2014,07/24,OLD DENTAL BUILDING UNC,NA,
LARCENY OF BICYCLE,7/24/14 14:18,2014,07/24,KESSING OUTDOOR POOL UNC,NA,
LARCENY OF BICYCLE,7/24/15 0:00,2015,07/24,BAITY HILL UNC,NA,
,7/24/15 0:00,2015,07/24,MARTIN LUTHER KING BLVD,NA,
,7/24/16 0:00,2016,07/24,CRAIGE PARKING LOT UNC,NA,
,7/24/16 0:00,2016,07/24,CARMICHAEL ARENA UNC,NA,
ASSAULT - COMMUNICATE THREATS,7/24/16 22:21,2016,07/24,SECU FAMILY HOUSE UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/24/17 10:37,2017,07/24,HA I CARDINAL PARKING UNC,NA,
EMS ASSIST,7/24/17 14:15,2017,07/24,HOOKER FIELDS UNC,NA,
LOST PROPERTY,7/24/17 19:08,2017,07/24,CRAIGE PARKING DECK UNC,NA,
WARNING OF TRESPASS,7/24/17 19:51,2017,07/24,HOUSE LIBRARY R B UNC,NA,
EMS ASSIST,7/24/18 0:00,2018,07/24,DOGWOOD PARKING DECK UNC,NA,
WELL-BEING CHECK,7/24/18 11:51,2018,07/24,CRAIGE RES HALL UNC,RES HALL,
FOUND PROPERTY,7/24/18 14:46,2018,07/24,HOUSE LIBRARY R B UNC,NA,
CALLS FOR SERVICE,7/25/13 0:00,2013,07/25,S COLUMBIA ST,NA,
,7/25/13 0:00,2013,07/25,SHERATON,NA,
DRUGS - ODOR VIOLATIONS,7/25/13 17:08,2013,07/25,SPENCER RES HALL UNC,RES HALL,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/25/13 22:21,2013,07/25,SECU FAMILY HOUSE UNC,NA,
PHYSICAL ASSAULT W/ SEXUAL MOTIVES,7/25/13 8:15,2013,07/25,CARROLL HALL UNC,NA,
DWI-ALCOHOL,7/25/13 8:30,2013,07/25,SOUTH COLUMBIA ST,NA,DWI-ALCOHOL
PROPERTY DAMAGE,7/25/13 9:23,2013,07/25,PUBLIC SAFETY BUILDING UNC,NA,
,7/25/14 0:00,2014,07/25,TATE TURNER KURALT BLDG UNC,NA,
,7/25/14 0:00,2014,07/25,HOSPITALS UNIV OF NC UNC,NA,
,7/25/14 0:00,2014,07/25,HOSPITALS UNIV OF NC UNC,NA,
,7/25/14 0:00,2014,07/25,BELL TOWER PARKING DECK UNC,NA,
,7/25/14 0:00,2014,07/25,OUTDOOR EDUCATION CNTR UNC,NA,
,7/25/14 0:00,2014,07/25,COLUMBIA/HLTH SCI LIB,NA,
WARRANT SERVICE,7/25/14 10:40,2014,07/25,HOSPITALS UNIV OF NC UNC,NA,
LARCENY - FROM BUILDING,7/25/14 11:48,2014,07/25,CAUDILL LABS UNC,NA,
B & E FORCIBLE ENTRY,7/25/14 13:50,2014,07/25,CHAPMAN HALL UNC,NA,
B & E FORCIBLE ENTRY,7/25/14 14:15,2014,07/25,CARROLL HALL UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/25/14 8:38,2014,07/25,CHATHAM PARK AND RIDE,NA,
LARCENY OF BICYCLE,7/25/15 18:19,2015,07/25,HOUSE LIBRARY R B UNC,NA,
INFORMATIONAL,7/25/15 18:22,2015,07/25,STUDENT RECREATION CENTER UNC,NA,
ASSAULT - ALL OTHER SIMPLE ASSAULT,7/25/16 0:00,2016,07/25,HAMILTON UNC,NA,
,7/25/16 0:00,2016,07/25,JACKSON CIRCLE PARKING DECK UNC,NA,
,7/25/16 0:00,2016,07/25,MANNING DR/EAST DR,NA,
PROPERTY DAMAGE,7/25/16 17:40,2016,07/25,HA I CARDINAL PARKING UNC,NA,
,7/25/17 0:00,2017,07/25,S COLUMBIA ST/MCCAULEY ST,NA,
,7/25/17 0:00,2017,07/25,SASB NORTH UNC,NA,
VANDALISM,7/25/17 13:56,2017,07/25,FRIDAY CENTER PARK AND RIDE,NA,
WARNING OF TRESPASS,7/25/17 21:00,2017,07/25,COKER UNC,NA,
PROPERTY DAMAGE,7/25/17 23:57,2017,07/25,DOGWOOD PARKING DECK UNC,NA,
PROPERTY DAMAGE,7/25/18 12:58,2018,07/25,AMBULATORY CARE CENTER UNC,NA,
LARCENY - FROM BUILDING,7/26/13 10:00,2013,07/26,MURPHEY UNC,NA,
SEX OFFENSE - INDECENT EXPOSURE,7/26/13 10:04,2013,07/26,LINEBERGER CANCER RES UNC,NA,
VEHICLE FIRE,7/26/13 12:12,2013,07/26,FINLEY CLUB HOUSE UNC,NA,
BELATED INJURY REPORT,7/26/13 14:39,2013,07/26,AYCOCK FAMILY MEDICINE UNC,NA,
LARCENY OF KEYS,7/26/13 19:22,2013,07/26,RAMS HEAD DINING HALL UNC,NA,
,7/26/14 0:00,2014,07/26,SOUTH RD,NA,
LOST PROPERTY,7/26/14 0:08,2014,07/26,HILL ALUMNI CENTER UNC,NA,
TRANSPORTING AFTER CONSUMING OPEN CONTAINER,7/26/14 1:31,2014,07/26,RAMS VILLAGE,NA,
EMS ASSIST,7/26/14 11:38,2014,07/26,BOSHAMER STADIUM UNC,NA,
LARCENY - FROM BUILDING,7/26/14 16:13,2014,07/26,MORRISON RES HALL UNC,RES HALL,
,7/26/15 0:00,2015,07/26,COUNTRY CLUB / JACKSON HALL,NA,
,7/26/15 0:00,2015,07/26,HOOPER LN/BOUNDARY ST,NA,
,7/26/15 0:00,2015,07/26,S COLUMBIA ST/HANES ART,NA,
WEAPON VIOLATION - ALL OTHER,7/26/15 0:57,2015,07/26,RAMS VILLAGE,NA,
,7/26/16 0:00,2016,07/26,KOURY ORAL HEALTH SCIENCES BLDG UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/26/16 0:54,2016,07/26,HANES LOT,NA,
SATURATION PATROL,7/26/16 15:00,2016,07/26,WEAVER DAIRY RD,NA,
LARCENY - FROM BUILDING,7/26/16 16:08,2016,07/26,KOURY RES HALL UNC,RES HALL,
INFORMATIONAL,7/26/16 20:43,2016,07/26,GRANVILLE TOWERS,GRANVILLE,
ASSIST OTHER AGENCY,7/26/16 3:27,2016,07/26,MANNING DR/EMERGENCY ROOM DR,NA,
,7/26/17 0:00,2017,07/26,MANNING DR / PAUL HARDIN DR,NA,
,7/26/17 0:00,2017,07/26,HORNEY GILES F BLDG UNC,NA,
LARCENY OF BICYCLE,7/26/17 11:49,2017,07/26,THE PIT UNC,NA,
EMS ASSIST,7/26/17 16:04,2017,07/26,ALEXANDER RES HALL UNC,RES HALL,
ACCIDENTAL PROPERTY DAMAGE,7/26/17 8:18,2017,07/26,ENERGY SERVICES BLDG UNC,NA,
EMS ASSIST,7/26/18 11:27,2018,07/26,DAVIS WALTER R LIBRARY UNC,NA,
INFORMATIONAL,7/26/18 16:37,2018,07/26,MCCOLL BUSINESS SCHOOL UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/26/18 21:58,2018,07/26,MANNING DRIVE AND SOUTH FORDHAM,NA,
EMS ASSIST,7/26/18 8:22,2018,07/26,GENETICS MEDICINE RESEARCH UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/26/18 9:02,2018,07/26,KENAN MUSIC CENTER UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/26/18 9:16,2018,07/26,CARROL HALL,NA,
EMS ASSIST,7/27/13 2:22,2013,07/27,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,7/27/13 20:19,2013,07/27,EHRINGHAUS FIELDS UNC,NA,
,7/27/14 0:00,2014,07/27,UNDERGRAD PARKING LOT UNC,NA,
,7/27/15 0:00,2015,07/27,MEADOWMONT (DUBOSE) UNC,NA,
,7/27/15 0:00,2015,07/27,HOSPITALS UNIV OF NC UNC,NA,
LARCENY - FROM BUILDING,7/27/15 10:41,2015,07/27,DANIEL STUDENT STORES,NA,
EMS ASSIST,7/27/15 11:16,2015,07/27,BIOINFORMATICS BLDG UNC,NA,
EMS ASSIST,7/27/15 11:44,2015,07/27,SECU FAMILY HOUSE UNC,NA,
EMS ASSIST,7/27/15 16:45,2015,07/27,FETZER GYM ROBERT A UNC,NA,
LARCENY OF BICYCLE,7/27/15 18:48,2015,07/27,GREENLAW UNC,NA,
UNAUTHORIZED USED OF MOTOR VEHICLE,7/27/15 19:18,2015,07/27,HOSPITALS UNIV OF NC UNC,NA,
CALLS FOR SERVICE,7/27/15 23:03,2015,07/27,RAMS HEAD DINING HALL UNC,NA,
VANDALISM,7/27/15 7:34,2015,07/27,AYCOCK RES HALL UNC,RES HALL,
EMS ASSIST,7/27/15 8:08,2015,07/27,CRAIGE PARKING DECK UNC,NA,
,7/27/16 0:00,2016,07/27,PUBLIC SAFETY BUILDING UNC,NA,
,7/27/16 0:00,2016,07/27,MANNING PARKING LOT UNC,NA,
,7/27/16 0:00,2016,07/27,MANNING DR,NA,
,7/27/16 0:00,2016,07/27,S COLUMBIA ST/MANNING DR,NA,
VERBAL DISAGREEMENT,7/27/16 14:05,2016,07/27,BRAUER UNC,NA,
EMS ASSIST,7/27/16 14:22,2016,07/27,FINLEY GOLF COURSE RD,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/27/16 8:56,2016,07/27,MASON FARM RD,NA,
ASSIST OTHER AGENCY,7/27/17 0:00,2017,07/27,RONALD MCDONALD HOUSE UNC,NA,
HARASSMENT / CYBERSTALKING,7/27/17 0:00,2017,07/27,TAYLOR STUDENT HEALTH,NA,
,7/27/17 0:00,2017,07/27,HOSPITALS UNIV OF NC UNC,NA,
,7/27/17 0:00,2017,07/27,SOUTH RD/RALEIGH RD,NA,
,7/27/17 0:00,2017,07/27,PHILLIPS UNC,NA,
,7/27/17 0:00,2017,07/27,STADIUM DRIVE PARKING LOT UNC,NA,
MISSING PERSONS,7/27/17 0:32,2017,07/27,HOSPITALS UNIV OF NC UNC,NA,
ASSIST OTHER AGENCY,7/27/17 11:45,2017,07/27,AMBULATORY CARE CENTER UNC,NA,
LARCENY-ALL OTHER,7/27/17 14:57,2017,07/27,GRAHAM STUDENT UNION UNC,NA,
EMS ASSIST,7/27/17 15:31,2017,07/27,EHRINGHAUS FIELDS UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/27/17 18:12,2017,07/27,AMBULATORY CARE CENTER UNC,NA,
DRUGS - EQUIPMENT/PARAPHERNALIA,7/27/17 9:39,2017,07/27,MANNING DR / RIDGE RD,NA,
FOUND PROPERTY,7/27/18 13:57,2018,07/27,THURSTON BOWLES UNC,NA,
VEHICLE ACCIDENT,7/28/14 0:00,2014,07/28,HOSPITAL DR,NA,
,7/28/14 0:00,2014,07/28,PUBLIC SAFETY BUILDING UNC,NA,
SUSPICIOUS PERSON,7/28/14 10:25,2014,07/28,WILSON HALL UNC,NA,
SUSPICIOUS PERSON,7/28/14 10:39,2014,07/28,COKER UNC,NA,
B & E FORCIBLE ENTRY,7/28/14 8:44,2014,07/28,SITTERSON COMP SCI CTR UNC,NA,
WARNING OF TRESPASS,7/28/14 9:30,2014,07/28,GRAHAM STUDENT UNION UNC,NA,
INFORMATIONAL,7/28/14 9:59,2014,07/28,HOSPITALS UNIV OF NC UNC,NA,
,7/28/15 0:00,2015,07/28,CULBRETH RD,NA,
,7/28/15 0:00,2015,07/28,CULBRETH RD,NA,
ORDINANCE VIOLATIONS,7/28/15 10:39,2015,07/28,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,
LARCENY OF BICYCLE,7/28/15 12:41,2015,07/28,HOUSE LIBRARY R B UNC,NA,
EMS ASSIST,7/28/15 23:30,2015,07/28,HOSPITALS UNIV OF NC UNC,NA,
DAYTIME CHECK POINT (PART),7/28/15 9:00,2015,07/28,CULBRETH RD/ADAMS WAY,NA,
VANDALISM,7/28/15 9:40,2015,07/28,MEMORIAL HALL UNC,NA,
,7/28/16 0:00,2016,07/28,MANNING DR / HIBBARD DR,NA,
,7/28/16 0:00,2016,07/28,PITTSBORO ST/MCCAULEY ST,NA,
,7/28/16 0:00,2016,07/28,MANNING // DENTAL SCHOOL,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),7/28/16 11:12,2016,07/28,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,7/28/16 17:30,2016,07/28,KENAN FOOTBALL STADIUM,NA,
FOUND PROPERTY,7/28/17 9:01,2017,07/28,GRAHAM STUDENT UNION UNC,NA,
LARCENY OF BICYCLE,7/28/17 9:12,2017,07/28,STUDENT RECREATION CENTER UNC,NA,
,7/29/13 0:00,2013,07/29,HA I CARDINAL PARKING UNC,NA,
,7/29/13 0:00,2013,07/29,EMERGENCY PARKING LOT,NA,
EMS ASSIST,7/29/13 16:06,2013,07/29,BELL TOWER PARKING DECK UNC,NA,
LARCENY OF BICYCLE,7/29/13 16:26,2013,07/29,TAYLOR RESIDENCE HALL,NA,
EMS ASSIST,7/29/14 11:07,2014,07/29,HENRY STADIUM UNC,NA,
SUSPICIOUS PERSON,7/29/14 8:55,2014,07/29,BEARD HALL UNC,NA,
,7/29/15 0:00,2015,07/29,DANIELS STUDENT STORES UNC,NA,
,7/29/15 0:00,2015,07/29,MANNING DR / RIDGE RD,NA,
,7/29/15 0:00,2015,07/29,UNDERGRAD PARKING LOT UNC,NA,
MISDEMEANOR LARCENY,7/29/15 11:13,2015,07/29,COBB BASKETBALL COURTS,NA,
CALLS FOR SERVICE,7/29/15 16:27,2015,07/29,BAITY HILL UNC,NA,
EMS ASSIST,7/29/15 17:12,2015,07/29,SECU FAMILY HOUSE UNC,NA,
NOTICE OF TRESPASS,7/29/15 18:45,2015,07/29,FEDEX GLOBAL EDUCATION UNC,NA,
,7/29/16 0:00,2016,07/29,NAVAL ARMORY UNC,NA,
,7/29/16 0:00,2016,07/29,MANNING DR / HOSPITAL,NA,
EMS ASSIST,7/29/16 15:45,2016,07/29,MEMORIAL HALL UNC,NA,
SUSPICIOUS PERSON,7/29/16 9:41,2016,07/29,MOREHEAD PLANETARIUM UNC,NA,
EMS ASSIST,7/29/17 10:20,2017,07/29,TAYLOR RES HALL UNC,RES HALL,
SUSPICIOUS CONDITION (CRIMINAL),7/29/17 14:12,2017,07/29,DAVIS WALTER R LIBRARY UNC,NA,
LARCENY OF BICYCLE,7/29/17 9:09,2017,07/29,STUDENT RECREATION CENTER UNC,NA,
FOUND PROPERTY,7/29/18 0:00,2018,07/29,MOREHEAD PLANETARIUM UNC,NA,
LARCENY-ALL OTHER,7/29/18 19:30,2018,07/29,BAITY HILL UNC,NA,
EMS ASSIST,7/29/18 23:49,2018,07/29,CONNOR RES HALL UNC,RES HALL,
COMMON LAW ROBBERY,7/29/18 9:35,2018,07/29,SMITH DEAN E SAC UNC,NA,
EMS ASSIST,7/3/13 11:37,2013,07/03,MOREHEAD PLANETARIUM UNC,NA,
LARCENY OF CELL PHONE,7/3/13 11:51,2013,07/03,GRAHAM STUDENT UNION UNC,NA,
,7/3/15 0:00,2015,07/03,HORACE WILLIAMS HOUSE UNC,NA,
,7/3/15 0:00,2015,07/03,COUNTRY CLUB RD/BOUNDARY ST,NA,
NON PAYMENT OF FEES,7/3/15 11:30,2015,07/03,HWY 54 PARKING BOOTH UNC,NA,
,7/3/17 0:00,2017,07/03,GRANVILLE TOWERS,GRANVILLE,
,7/3/17 0:00,2017,07/03,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,7/3/17 12:58,2017,07/03,WOOLLEN GYM UNC,NA,
FOUND PROPERTY,7/3/17 14:11,2017,07/03,SOUTH BUILDING UNC,NA,
EMS ASSIST,7/3/17 17:51,2017,07/03,SECU FAMILY HOUSE UNC,NA,
FOUND PROPERTY,7/3/17 18:29,2017,07/03,AMBULATORY CARE CENTER UNC,NA,
STRONG ARM ROBBERY,7/3/18 0:00,2018,07/03,DOGWOOD PARKING DECK UNC,NA,
DEATH INVESTIGATION,7/3/18 13:47,2018,07/03,MACNIDER UNC,NA,
,7/30/13 0:00,2013,07/30,RALEIGH RD,NA,
,7/30/13 0:00,2013,07/30,ELECTRIC DIST OPR CTR UNC,NA,
,7/30/13 0:00,2013,07/30,AMBULATORY CARE CENTER UNC,NA,
LARCENY OF A LAPTOP,7/30/13 16:02,2013,07/30,ALUMNI UNC,NA,
WARNING OF TRESPASS,7/30/13 23:12,2013,07/30,HILL HALL UNC,NA,
,7/30/14 0:00,2014,07/30,HOSPITALS UNIV OF NC UNC,NA,
FIRE ALARM,7/30/14 2:55,2014,07/30,RAMS VILLAGE,NA,
,7/30/15 0:00,2015,07/30,MASON FARM RD,NA,
EMS ASSIST,7/30/15 5:06,2015,07/30,POLK PLACE UNC,NA,
,7/30/16 0:00,2016,07/30,PUBLIC SAFETY BUILDING UNC,NA,
LOST / FOUND PROPERTY,7/30/16 0:52,2016,07/30,MOREHEAD PLANETARIUM UNC,NA,
,7/30/17 0:00,2017,07/30,DANIELS STUDENT STORES UNC,NA,
EMS ASSIST,7/30/17 1:31,2017,07/30,ACKLAND ART UNC,NA,
FOUND PROPERTY,7/30/17 13:21,2017,07/30,STADIUM DR,NA,
LARCENY - FROM BUILDING,7/30/17 13:24,2017,07/30,DANIELS STUDENT STORES UNC,NA,
SIMPLE ASSAULT,7/30/17 2:02,2017,07/30,PHILLIPS UNC,NA,
SUSPICIOUS CONDITION (CRIMINAL),7/30/17 3:30,2017,07/30,SWAIN LOT,NA,
FOUND PROPERTY,7/30/18 12:57,2018,07/30,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,7/30/18 14:38,2018,07/30,GREENLAW UNC,NA,
LARCENY - FROM BUILDING,7/31/13 0:00,2013,07/31,OLD CLINIC UNC,NA,
LARCENY - FROM BUILDING,7/31/13 0:00,2013,07/31,SASB NORTH UNC,NA,
,7/31/13 0:00,2013,07/31,MANNING DR / PAUL HARDIN DR,NA,
,7/31/13 0:00,2013,07/31,BAITY HILL UNC,NA,
EMS ASSIST,7/31/13 12:52,2013,07/31,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,7/31/13 7:38,2013,07/31,MORRISON RES HALL UNC,RES HALL,
DRUGS - EQUIPMENT/PARAPHERNALIA,7/31/14 23:30,2014,07/31,E CAMERON AVE/ALUMNI PL,NA,
,7/31/15 0:00,2015,07/31,S COLUMBIA ST/MANNING DR,NA,
,7/31/15 0:00,2015,07/31,S COLUMBIA ST/N MEDICAL DR,NA,
,7/31/15 0:00,2015,07/31,STUDENT RECREATION CENTER UNC,NA,
LARCENY OF BICYCLE,7/31/15 19:06,2015,07/31,HANES UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/31/15 4:39,2015,07/31,STADIUM DR,NA,
DWI-ALCOHOL,7/31/16 2:51,2016,07/31,COUNTRY CLUB RD / RALEIGH RD,NA,DWI-ALCOHOL
,7/31/17 0:00,2017,07/31,MANNING DR / HOSPITAL,NA,
,7/31/17 0:00,2017,07/31,AREA 1 UNC,NA,
,7/31/17 0:00,2017,07/31,COBB PARKING DECK UNC,NA,
EMS ASSIST,7/31/17 10:41,2017,07/31,GARDNER UNC,NA,
EMS ASSIST,7/31/17 2:21,2017,07/31,SECU FAMILY HOUSE UNC,NA,
FOUND PROPERTY,7/31/18 0:00,2018,07/31,FRIDAY CENTER DR,NA,
INFORMATIONAL,7/31/18 12:28,2018,07/31,N MEDICAL DR,NA,
LARCENY OF BICYCLE,7/31/18 8:15,2018,07/31,BAITY HILL UNC,NA,
,7/4/13 0:00,2013,07/04,UNC FACILTY CLUBHOUSE,NA,
,7/4/13 0:00,2013,07/04,RIDGE/SOUTH,NA,
EMS ASSIST,7/4/14 0:00,2014,07/04,KENAN STADIUM UNC,NA,
LARCENY OF DEBIT CARD,7/4/14 19:48,2014,07/04,CRAIGE NORTH RES HALL UNC,RES HALL,
BURGLARY- NON-FORCED ENTRY (STRUCTURES),7/4/14 8:58,2014,07/04,GRANVILLE TOWERS,GRANVILLE,
,7/4/16 0:00,2016,07/04,MCCAULEY ST/PITTSBORO ST,NA,
HIT & RUN,7/4/16 22:11,2016,07/04,CRAIGE PARKING DECK UNC,NA,
,7/4/17 0:00,2017,07/04,MANNING DR / RIDGE RD,NA,
EMS ASSIST,7/4/17 2:14,2017,07/04,SECU FAMILY HOUSE UNC,NA,
FOUND PROPERTY,7/4/17 21:14,2017,07/04,BELL TOWER PARKING DECK UNC,NA,
FOUND PROPERTY,7/4/18 0:41,2018,07/04,RAMS VILLAGE,NA,
FOUND PROPERTY,7/4/18 18:38,2018,07/04,SOUTH RD,NA,
ALCOHOL - UNDERAGE CONSUMPTION,7/4/18 22:05,2018,07/04,AYCOCK CIRCLE PARKING LOT UNC,NA,ALCOHOL - UNDERAGE CONSUMPTION
EMS ASSIST,7/5/13 17:34,2013,07/05,AMBULATORY CARE CENTER UNC,NA,
,7/5/14 0:00,2014,07/05,WEST NC 54 BYASS,NA,
,7/5/14 0:00,2014,07/05,FRANKLIN/ESTES,NA,
VANDALISM / PROPERTY DAMAGE,7/5/15 11:19,2015,07/05,MCCORKLE PLACE UNC,NA,
,7/5/16 0:00,2016,07/05,STADIUM DR,NA,
UNAUTHORIZED USE OF A MOTORIZED CONVEYANCE,7/5/16 21:06,2016,07/05,DOGWOOD PARKING DECK UNC,NA,
ATTEMPTED SUICIDE,7/5/16 22:54,2016,07/05,MCCORKLE PLACE UNC,NA,
,7/5/17 0:00,2017,07/05,CRAIGE PARKING DECK UNC,NA,
,7/5/17 0:00,2017,07/05,HOSPITAL DR,NA,
,7/5/17 0:00,2017,07/05,MANNING DR/EMERGENCY ROOM DR,NA,
FOUND PROPERTY,7/5/17 1:05,2017,07/05,KENAN STADIUM UNC,NA,
LARCENY-ALL OTHER,7/5/17 14:12,2017,07/05,CRAIGE PARKING DECK UNC,NA,
INFORMATIONAL,7/5/17 21:35,2017,07/05,CAROLINA INN UNC,NA,
EMS ASSIST,7/5/18 14:48,2018,07/05,MANNING PARKING LOT UNC,NA,
DOMESTIC,7/5/18 22:29,2018,07/05,BAITY HILL UNC,NA,
,7/6/13 0:00,2013,07/06,DOGWOOD PARKING DECK UNC,NA,
INFORMATIONAL,7/6/13 1:27,2013,07/06,JACKSON CIRCLE PARKING DECK UNC,NA,
EMS ASSIST,7/6/13 3:59,2013,07/06,TAYLOR RESIDENCE HALL,NA,
ANIMAL COMPLAINT,7/6/14 19:18,2014,07/06,HOSPITALS UNIV OF NC UNC,NA,
VANDALISM / PROPERTY DAMAGE,7/6/14 21:29,2014,07/06,DAVIS WALTER R LIBRARY UNC,NA,
,7/6/15 0:00,2015,07/06,EHRINGHAUS PARKING LOT UNC,NA,
B&E NON-FORCED ENTRY,7/6/15 1:32,2015,07/06,HILL HALL UNC,NA,
EMS ASSIST,7/6/15 17:36,2015,07/06,BAITY HILL UNC,NA,
EMS ASSIST,7/6/15 9:34,2015,07/06,GRAHAM STUDENT UNION UNC,NA,
,7/6/16 0:00,2016,07/06,HORNEY GILES F BLDG UNC,NA,
,7/6/16 0:00,2016,07/06,AYCOCK FAMILY MEDICINE UNC,NA,
B & E FORCIBLE ENTRY,7/6/16 10:19,2016,07/06,FACULTY CLUB UNC,NA,
